kepid,kepoi_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_steff,koi_srad,ra,dec,koi_kepmag
10975146,K01300.01,CONFIRMED,0,0,0,0,0.631331710,133.9448800,0.7260,1.14870,4.3450e+02,1.20,1322.0,95.80,4441.00,0.5300,291.594090,48.445610,14.285
10538176,K01301.01,CONFIRMED,0,0,0,0,12.699050110,184.9868000,0.6630,2.98990,7.9740e+02,2.62,686.0,30.40,5291.00,0.8820,293.146480,47.729649,15.824
7376983,K01358.02,CANDIDATE,0,0,0,0,8.742920050,358.5928600,0.0250,2.62770,7.7950e+02,1.92,643.0,30.70,4769.00,0.7140,295.825500,42.943390,15.505
7376983,K01358.03,CANDIDATE,0,0,0,0,3.648301830,355.3912800,0.0630,1.99850,3.7170e+02,1.33,860.0,19.90,4769.00,0.7140,295.825500,42.943390,15.505
7376983,K01358.04,CANDIDATE,0,0,0,0,2.345863002,354.1118500,0.0350,1.67950,3.1670e+02,1.23,997.0,19.60,4769.00,0.7140,295.825500,42.943390,15.505
6946199,K01359.01,CONFIRMED,0,0,0,0,37.101141800,370.4803000,0.4100,5.55560,1.3575e+03,3.19,532.0,55.20,5986.00,0.8500,291.020690,42.462440,15.229
6946199,K01359.02,CANDIDATE,0,0,0,0,104.820586800,374.8315400,0.9180,4.47940,3.9201e+03,6.45,376.0,76.60,5986.00,0.8500,291.020690,42.462440,15.229
11497958,K01422.03,CONFIRMED,0,0,0,0,10.864409500,131.1283300,0.7630,1.85300,7.4870e+02,1.14,363.0,16.80,3526.00,0.3830,286.540010,49.437328,15.921
11177707,K01423.01,CONFIRMED,0,0,0,0,124.419717500,150.5961600,0.0170,3.71970,4.1070e+03,10.30,416.0,39.90,5066.00,1.6590,284.251310,48.809608,15.740
11611600,K01424.01,CONFIRMED,0,0,0,0,1.219568047,133.4602330,0.0670,1.56810,4.9490e+02,1.51,1252.0,65.90,4838.00,0.7010,292.328580,49.653542,15.127
11254382,K01425.01,CONFIRMED,0,0,0,0,2.053884770,133.7343200,0.2820,2.16350,5.4670e+02,2.74,1523.0,50.00,5632.00,1.1760,296.321990,48.971481,15.269
11122894,K01426.01,CONFIRMED,0,0,0,0,38.868489560,171.3036900,0.0280,6.05730,1.0049e+03,2.81,509.0,73.40,5618.00,0.8970,283.209170,48.777641,14.232
6677841,K01236.01,CONFIRMED,0,0,0,0,35.735361600,151.1133000,0.8780,8.49100,7.7880e+02,5.47,774.0,58.40,6366.00,1.6970,287.391200,42.194832,13.659
6677841,K01236.02,CONFIRMED,0,0,0,0,12.309716790,137.6840100,0.8470,6.74000,3.9600e+02,3.82,1104.0,45.90,6366.00,1.6970,287.391200,42.194832,13.659
6677841,K01236.03,CONFIRMED,0,0,0,0,54.420540700,148.7047100,0.9414,8.55900,5.9800e+02,3.20,574.0,44.90,6781.00,1.0670,287.391200,42.194832,13.659
6531491,K01237.01,FALSE POSITIVE,0,1,1,1,14.324072160,364.3953700,1.2920,4.65770,2.0539e+03,38.86,782.0,58.00,6022.00,1.0390,294.589290,41.944382,15.609
6383821,K01238.01,CONFIRMED,0,0,0,0,27.072376550,139.1127000,0.0150,6.95920,5.1420e+02,2.18,605.0,44.00,5936.00,0.9650,297.208950,41.781712,14.556
10538176,K01301.02,CONFIRMED,0,0,0,0,37.514212800,189.3001500,0.3660,5.30300,9.3500e+02,2.68,478.0,28.90,5291.00,0.8820,293.146480,47.729649,15.824
10724369,K01302.01,CONFIRMED,0,0,0,0,55.639188200,187.5504400,0.8110,7.31600,8.5300e+02,3.13,478.0,48.30,5949.00,0.9620,289.083650,48.018131,14.755
6541920,K00157.04,CONFIRMED,0,0,0,0,46.685620500,225.0460400,0.2170,6.37940,5.8880e+02,2.52,513.0,59.00,5657.00,1.0460,297.115110,41.909142,13.709
10867062,K01303.01,CANDIDATE,0,0,0,0,34.296636300,143.6672800,0.7110,19.71800,6.9660e+02,3.29,584.0,66.70,5490.00,1.1670,294.230070,48.204479,14.965
10744335,K01304.01,CONFIRMED,0,0,0,0,4.597266130,136.4783700,0.0330,2.90900,3.1300e+02,1.69,1105.0,17.00,5999.00,0.9590,296.614870,48.082642,15.803
4860678,K01602.01,CONFIRMED,0,0,0,0,9.977168760,137.2361000,0.0020,5.90800,2.5290e+02,2.53,1028.0,21.80,5557.00,1.6160,297.796910,39.921371,14.943
5177104,K01603.01,CONFIRMED,0,0,0,0,3.021680070,133.4724300,0.3490,2.82640,1.7190e+02,1.31,1332.0,32.90,6201.00,0.9890,288.822910,40.389050,14.429
7023960,K00187.01,FALSE POSITIVE,0,1,0,0,30.882538697,151.5295103,0.1970,5.37370,2.4012e+04,15.40,593.0,1266.20,6014.00,0.9930,288.729490,42.550880,14.857
10033279,K01604.01,FALSE POSITIVE,0,0,1,0,72.491406800,139.7785700,0.9890,3.61200,1.0635e+03,15.33,700.0,39.20,5754.00,2.7580,299.247500,46.951908,13.050
5009189,K01605.01,FALSE POSITIVE,0,1,0,0,4.939130740,135.0517200,1.1670,1.36200,3.8290e+02,24.03,1182.0,22.00,5956.00,1.1700,291.238830,40.163509,14.832
8230616,K01713.02,CONFIRMED,0,0,0,0,2.240486703,137.8247700,0.4610,1.39880,4.3630e+02,1.22,837.0,33.80,4198.00,0.5740,290.826020,44.184109,15.224
9836959,K01715.01,CONFIRMED,0,0,0,0,105.014577400,228.9445500,0.9540,7.42600,2.9600e+02,2.29,406.0,33.90,5868.00,1.0420,294.277280,46.675282,12.900
9838949,K01716.01,CONFIRMED,0,0,0,0,4.880844560,136.1958500,0.2270,2.55740,3.4300e+02,1.55,879.0,32.60,4929.00,0.8610,295.021670,46.619221,14.925
9895006,K01717.01,CONFIRMED,0,0,0,0,10.561372170,133.7639600,0.9630,3.26450,2.3840e+02,2.43,867.0,21.70,5610.00,1.1710,293.577760,46.736340,14.581
9896558,K01718.01,CONFIRMED,0,0,0,0,67.669055400,198.1942700,0.3540,9.55600,9.6110e+02,3.39,495.0,37.20,6127.00,1.0800,294.168820,46.714611,15.224
9589323,K01488.01,CONFIRMED,0,0,0,0,3.949627144,134.6109600,0.0490,1.54850,8.0720e+02,2.32,966.0,45.10,5155.00,0.8360,292.353940,46.226280,15.623
9823487,K01489.01,CONFIRMED,0,0,0,0,16.004603920,140.4798100,0.4900,3.94750,8.3190e+02,2.24,583.0,34.30,5180.00,0.7690,288.236660,46.605919,15.554
9602514,K01490.01,FALSE POSITIVE,0,0,1,1,3.556507370,133.5183100,0.0100,8.54500,2.9360e+02,3.05,1405.0,77.10,4951.00,1.8430,297.121860,46.221909,14.118
9726659,K01491.01,CONFIRMED,0,0,0,0,3.148661555,356.9361200,0.6520,2.19780,5.5050e+02,2.15,1097.0,35.30,5258.00,0.8730,297.779270,46.492741,15.297
12108312,K01492.01,FALSE POSITIVE,0,1,1,1,0.705448240,133.8070630,1.2000,2.94230,4.6240e+02,20.03,1868.0,118.20,5717.00,0.8260,289.950780,50.657249,14.351
5371776,K01557.01,CONFIRMED,0,0,0,0,3.295701024,133.9663330,0.2670,1.82680,1.7457e+03,2.81,875.0,114.70,4723.00,0.6910,294.441770,40.557590,14.840
5371776,K01557.02,CONFIRMED,0,0,0,0,9.653490160,134.8555500,0.1490,2.90290,1.3086e+03,2.41,611.0,63.10,4723.00,0.6910,294.441770,40.557590,14.840
5371776,K01557.03,CONFIRMED,0,0,0,0,5.315954488,132.4300200,0.7180,1.11650,9.6590e+02,2.33,746.0,37.70,4723.00,0.6910,294.441770,40.557590,14.840
9573539,K00180.01,CONFIRMED,0,0,0,0,10.045563770,129.0937100,0.0750,3.20270,6.7140e+02,2.19,766.0,66.50,5632.00,0.8530,284.394290,46.249081,13.024
5371776,K01557.04,CONFIRMED,0,0,0,0,1.499144441,133.0702200,0.3310,1.42590,2.5890e+02,1.09,1137.0,22.20,4723.00,0.6910,294.441770,40.557590,14.840
9886661,K01606.01,CONFIRMED,0,0,0,0,5.082748362,133.2117600,0.0630,1.77320,2.7670e+02,1.40,928.0,40.90,5430.00,0.8580,290.051120,46.713371,13.984
5477805,K01607.01,FALSE POSITIVE,0,0,1,0,5.006735760,134.5423900,0.5990,1.93980,1.9120e+02,2.00,1324.0,26.60,6116.00,1.3830,298.962550,40.630661,13.518
10055126,K01608.01,CONFIRMED,0,0,0,0,9.176171670,138.7139300,0.1070,4.26420,2.0690e+02,1.66,960.0,34.30,5903.00,1.1560,282.061280,47.085491,13.797
10055126,K01608.02,CONFIRMED,0,0,0,0,19.738399200,133.2854400,0.7320,4.89400,1.6810e+02,1.61,744.0,20.30,5903.00,1.1560,282.061280,47.085491,13.797
5009743,K01609.01,CONFIRMED,0,0,0,0,41.698018600,169.5754800,0.0020,5.70470,4.4080e+02,2.03,537.0,43.40,5997.00,0.9710,291.405550,40.125488,13.956
10015937,K01720.01,CONFIRMED,0,0,0,0,59.658534800,168.0876400,0.9560,5.51400,1.0438e+03,3.59,393.0,21.20,5243.00,0.8310,293.644170,46.989761,15.742
10019065,K01721.01,CONFIRMED,0,0,0,0,52.629854200,155.6106400,0.3110,6.11800,6.7580e+02,3.68,544.0,27.20,5339.00,1.4330,294.789150,46.983990,15.004
7950644,K00192.01,CONFIRMED,0,0,0,0,10.290994129,137.0220594,0.0490,4.28889,9.6557e+03,13.43,996.0,1245.70,5803.00,1.3730,288.254580,43.704868,14.221
10080248,K01722.01,CONFIRMED,0,0,0,0,14.878394500,142.9684100,0.7490,7.49100,3.2280e+02,1.63,692.0,22.90,5822.00,0.8370,293.865600,47.026829,15.534
10213902,K01723.01,CONFIRMED,0,0,0,0,59.622262700,138.1380500,0.8730,6.88800,9.9340e+02,3.63,486.0,31.90,6108.00,0.9970,294.241300,47.275982,15.517
9842906,K01493.01,FALSE POSITIVE,0,0,1,1,4.988387300,358.2352600,0.9440,9.05900,5.0760e+02,3.28,1236.0,42.40,6418.00,1.1710,296.441800,46.616711,15.447
11821363,K01494.01,CONFIRMED,0,0,0,0,8.195966470,136.6873600,0.2520,2.82400,7.9280e+02,2.04,672.0,20.20,4723.00,0.7470,295.457150,50.077171,15.858
7629518,K01495.01,CONFIRMED,0,0,0,0,15.594660450,137.5636000,0.2660,5.04780,8.6770e+02,2.74,718.0,49.20,5900.00,0.9290,297.664520,43.248959,15.430
10810838,K00174.01,CONFIRMED,0,0,0,0,56.354079160,144.8376800,0.8350,3.44490,1.0370e+03,2.59,352.0,59.40,4802.00,0.7010,296.822910,48.107552,13.779
4828341,K01496.01,FALSE POSITIVE,0,1,0,0,36.128954510,388.5513180,1.4740,2.23480,3.7586e+03,53.72,546.0,66.30,5921.00,0.9120,289.606780,39.938332,15.600
10019763,K01558.01,FALSE POSITIVE,0,1,0,0,32.504563090,365.3582950,0.9270,2.46570,7.5896e+03,10.68,591.0,148.10,6132.00,0.9470,295.046390,46.974590,15.134
9899280,K01559.01,FALSE POSITIVE,0,1,1,1,1.332560589,133.3831100,0.0090,4.24270,5.6660e+02,1.40,1086.0,108.80,4489.00,0.6090,295.185610,46.786709,15.036
8046659,K01560.01,CANDIDATE,0,0,0,0,31.569043540,158.2998300,0.9850,2.63640,4.2294e+03,11.18,575.0,113.60,5654.00,0.9980,297.419650,43.876579,15.042
4940438,K01561.01,FALSE POSITIVE,0,1,0,0,9.085904950,182.0816200,0.9780,2.07180,2.1213e+03,6.28,861.0,50.50,5931.00,0.8660,296.033420,40.019611,15.549
5308663,K01562.01,FALSE POSITIVE,0,0,0,1,0.784512952,355.5726300,1.2340,2.46230,5.8600e+02,25.48,1952.0,44.40,5997.00,0.9040,299.556000,40.456551,15.590
5474733,K01610.01,FALSE POSITIVE,0,0,1,0,0.883778461,133.6059900,0.6050,1.63390,1.2010e+02,1.09,1934.0,31.70,5975.00,0.9490,298.394900,40.628910,14.063
10963065,K01612.01,CONFIRMED,0,0,0,0,2.465024332,132.6812200,0.5480,1.26200,3.0700e+01,0.69,1561.0,23.20,6139.00,1.1940,284.786190,48.423229,8.769
6268648,K01613.01,CONFIRMED,0,0,0,0,15.866247870,141.0873400,0.8580,4.25000,7.7300e+01,1.31,879.0,28.40,6099.00,1.3080,285.476590,41.632717,11.049
10125352,K00021.01,FALSE POSITIVE,0,1,1,0,4.288515468,121.9726800,1.2830,2.29590,3.4567e+03,76.51,1722.0,292.10,6378.00,2.0020,284.738590,47.169628,13.396
5357901,K00188.01,CONFIRMED,0,0,0,0,3.797018259,133.5087760,0.3210,2.26080,1.4431e+04,10.07,982.0,1549.00,5167.00,0.8480,290.358030,40.567741,14.741
4278221,K01615.01,CONFIRMED,0,0,0,0,1.340596782,132.2454900,0.0070,1.64840,1.0750e+02,1.16,1783.0,37.60,5992.00,1.1250,295.322510,39.376492,11.524
10214162,K01724.01,CONFIRMED,0,0,0,0,17.423935820,148.8261400,0.9270,4.92900,7.7090e+02,3.29,722.0,33.20,6018.00,0.9690,294.326350,47.217609,15.601
10905746,K01725.01,CONFIRMED,0,0,0,0,9.878646100,138.4115900,0.0190,1.89150,1.4727e+03,1.60,393.0,49.20,3609.00,0.4220,283.628850,48.391003,13.496
8242434,K01726.01,CONFIRMED,0,0,0,0,44.964074580,144.5600200,0.1100,4.98100,8.1160e+02,2.00,379.0,88.00,4827.00,0.7290,294.955110,44.149818,13.054
6185331,K01727.01,CONFIRMED,0,0,0,0,49.770090700,159.9865800,0.6550,10.06500,3.5292e+03,5.12,455.0,109.80,5774.00,0.8180,284.273960,41.535019,15.640
11820830,K01728.01,FALSE POSITIVE,0,1,0,0,12.731938500,138.7314400,1.2780,4.41570,1.1449e+04,70.11,1145.0,69.90,7238.00,1.5680,295.216610,50.084332,12.087
11774387,K01497.01,FALSE POSITIVE,0,1,1,1,0.520222869,178.1484600,0.5620,1.22160,2.6950e+02,1.52,2145.0,28.90,5776.00,0.8890,297.046510,49.970390,15.632
9636135,K01498.01,CONFIRMED,0,0,0,0,5.833761970,138.7489200,0.7420,3.99880,5.3290e+02,2.98,1143.0,36.60,6213.00,1.1950,285.057100,46.320679,15.776
9636135,K01498.02,CANDIDATE,0,0,0,0,2.421503410,133.8351700,0.5500,2.96500,1.7150e+02,1.62,1532.0,15.80,6213.00,1.1950,285.057100,46.320679,15.776
7841925,K01499.01,CONFIRMED,0,0,0,0,14.164000710,140.5893400,0.0270,4.30310,7.2810e+02,2.35,694.0,71.50,5440.00,0.8850,297.724270,43.527431,14.480
7841925,K01499.02,CANDIDATE,0,0,0,0,0.840594032,131.7410400,0.0180,1.40400,4.9800e+01,0.62,1780.0,11.60,5440.00,0.8850,297.724270,43.527431,14.480
7841925,K01499.03,CANDIDATE,0,0,0,0,6.209202070,136.8793800,0.2720,2.63700,1.0190e+02,0.89,914.0,12.10,5440.00,0.8850,297.724270,43.527431,14.480
5219234,K01563.01,CONFIRMED,0,0,0,0,5.487114410,356.0773000,0.8120,2.93000,1.3286e+03,3.24,836.0,51.90,5103.00,0.7870,299.224330,40.343182,15.812
5219234,K01563.02,CONFIRMED,0,0,0,0,8.290841670,359.6366600,0.9290,3.61300,1.0339e+03,3.21,728.0,34.70,5103.00,0.7870,299.224330,40.343182,15.812
5219234,K01563.03,CONFIRMED,0,0,0,0,3.205396220,354.6306900,0.5120,2.14300,4.5360e+02,1.70,1000.0,20.60,5103.00,0.7870,299.224330,40.343182,15.812
5219234,K01563.04,CONFIRMED,0,0,0,0,16.738690350,359.4165500,0.5780,2.39800,9.9680e+02,2.56,576.0,20.40,5103.00,0.7870,299.224330,40.343182,15.812
12504988,K00181.01,FALSE POSITIVE,0,1,0,0,5.093938816,139.7178386,0.6180,3.93144,2.5027e+04,17.19,1137.0,1131.70,6197.00,1.0350,288.252840,51.417332,14.575
9015738,K01616.01,CONFIRMED,0,0,0,0,13.932915480,139.4105800,0.9080,2.62390,1.3160e+02,1.66,852.0,28.90,6026.00,1.2070,289.506350,45.370998,11.538
7215603,K01618.01,CONFIRMED,0,0,0,0,2.364367620,132.2500700,0.1460,3.37200,2.8400e+01,0.82,1752.0,12.40,6250.00,1.5430,296.047360,42.743011,11.600
4276716,K01619.01,CANDIDATE,0,0,0,0,20.665437400,132.0122900,0.0500,3.17200,1.0040e+02,0.66,487.0,13.60,4830.00,0.6760,294.990230,39.346378,11.759
5561278,K01621.01,CONFIRMED,0,0,0,0,20.310474720,146.8253400,0.0500,5.33570,1.6460e+02,2.41,931.0,46.10,6065.00,1.8770,298.589200,40.750690,11.855
7287683,K01622.01,CANDIDATE,0,0,0,0,69.834798300,168.7843600,0.6720,8.26200,2.6660e+02,3.51,765.0,46.80,7732.00,2.0220,293.548890,42.888859,12.020
6387542,K01626.01,CONFIRMED,0,0,0,0,2.534755680,132.6802400,0.8780,4.57160,4.6300e+02,2.02,1218.0,51.30,5662.00,0.8060,298.111210,41.758331,15.341
8266276,K01731.01,CANDIDATE,0,0,0,0,2.594884430,132.7565800,0.8850,1.68400,5.9220e+02,2.36,1014.0,14.90,4748.00,0.7970,301.469300,44.159649,15.720
6869184,K01732.01,CONFIRMED,0,0,0,0,43.316742700,136.5743500,0.0340,4.99500,9.8750e+02,2.42,459.0,27.10,5654.00,0.7740,293.601260,42.379761,15.737
8396405,K01733.01,CANDIDATE,0,0,0,0,19.181095250,141.3709700,0.0070,2.42400,8.6540e+02,1.72,513.0,17.60,5214.00,0.5870,301.085720,44.380192,15.730
10799735,K00193.01,FALSE POSITIVE,0,1,0,0,37.590298548,157.3503570,0.3800,4.38550,1.9939e+04,14.39,573.0,929.00,6147.00,1.0030,292.876160,48.195309,14.904
6604328,K01736.01,CONFIRMED,0,0,0,0,31.003307200,143.2908500,0.1510,5.25300,6.4520e+02,2.72,616.0,22.10,6090.00,1.0710,291.269740,42.096039,15.898
9719634,K01500.01,FALSE POSITIVE,0,0,1,1,3.351556891,134.2843900,0.1290,2.40050,3.4190e+02,1.64,1074.0,38.80,5185.00,0.9110,295.525210,46.459431,14.815
7439316,K01501.01,CONFIRMED,0,0,0,0,2.617028373,134.0329400,0.1460,2.04600,4.9940e+02,1.57,996.0,30.80,4831.00,0.7240,290.122310,43.085560,15.835
12061238,K01502.01,FALSE POSITIVE,0,0,1,0,1.876406096,133.1276100,0.3020,1.53100,4.3380e+02,1.57,1192.0,37.00,5198.00,0.7590,291.231140,50.567020,15.202
8323753,K00175.01,FALSE POSITIVE,0,0,1,1,6.714256320,134.3164600,0.9650,3.33900,2.8350e+02,5.76,1565.0,46.50,6093.00,2.6230,299.078130,44.293789,13.488
12400538,K01503.01,CONFIRMED,0,0,0,0,150.241258200,138.2901300,0.3450,10.84900,2.3785e+03,4.60,327.0,72.30,5604.00,0.9430,287.285310,51.249981,14.827
5184584,K01564.01,CONFIRMED,0,0,0,0,53.449444980,149.2018500,0.0920,5.30910,3.4370e+03,5.82,486.0,119.50,5919.00,1.0000,291.083800,40.355251,15.287
5636648,K01565.01,FALSE POSITIVE,0,1,1,1,0.466743525,133.9711230,1.1860,1.39560,7.9610e+02,20.43,2197.0,103.60,5791.00,0.8560,296.333190,40.896259,15.330
5564247,K01566.01,FALSE POSITIVE,0,0,1,0,1.727177258,355.3703300,0.6760,2.08100,3.4740e+02,1.42,1250.0,17.10,5394.00,0.7200,299.141420,40.725899,15.935
5438099,K01567.01,CONFIRMED,0,0,0,0,7.240224180,355.0124300,0.5070,2.91530,8.6490e+02,2.14,716.0,48.20,4955.00,0.7210,288.538670,40.616150,15.565
5438099,K01567.02,CONFIRMED,0,0,0,0,4.646223830,354.5886300,0.8800,2.51370,4.4650e+02,1.82,830.0,28.20,4955.00,0.7210,288.538670,40.616150,15.565
6543893,K01627.01,CONFIRMED,0,0,0,0,10.296740970,132.1945300,0.2980,2.72920,1.0118e+03,5.75,1129.0,31.30,6068.00,1.7970,297.583130,41.952431,15.767
6543893,K01627.02,CONFIRMED,0,0,0,0,5.939190410,353.7553700,0.1070,2.28500,4.2450e+02,3.70,1357.0,15.90,6068.00,1.7970,297.583130,41.952431,15.767
6975129,K01628.01,CONFIRMED,0,0,0,0,19.747339830,147.1055300,0.5950,3.44440,4.8070e+02,2.62,754.0,47.10,6243.00,1.1490,298.395750,42.459751,12.949
11391018,K00189.01,CONFIRMED,0,0,0,0,30.360445359,148.0915460,0.3590,6.01340,2.1125e+04,10.99,459.0,1126.20,4939.00,0.7650,284.879970,49.266991,14.388
8685497,K01629.01,CONFIRMED,0,0,0,0,4.409667500,132.4500300,0.8140,2.14180,1.3270e+02,1.51,1192.0,26.40,5836.00,1.1660,290.411990,44.899330,13.574
4365645,K01738.01,CONFIRMED,0,0,0,0,4.167878140,135.2833400,0.1680,2.21360,1.6810e+02,1.07,962.0,32.90,5251.00,0.8470,291.748380,39.446880,13.293
8197343,K01746.01,CONFIRMED,0,0,0,0,11.791612340,134.5406400,0.0340,3.03600,4.1540e+02,2.41,857.0,20.70,5619.00,1.1990,300.929600,44.028790,14.941
7032421,K01747.01,FALSE POSITIVE,0,1,0,0,20.558483880,133.0040100,1.3340,1.44900,6.7730e+02,36.90,624.0,20.80,5578.00,0.9360,291.418330,42.579819,14.792
6786348,K01749.01,CONFIRMED,0,0,0,0,26.964501000,145.3442600,0.0060,3.79200,6.0170e+02,2.20,573.0,20.10,5754.00,0.9050,294.366730,42.252682,15.789
6209677,K01750.01,CONFIRMED,0,0,0,0,7.768456390,138.0660200,0.3530,3.68900,2.1780e+02,1.35,841.0,23.60,5447.00,0.9170,293.300230,41.523338,14.800
9641018,K01504.01,FALSE POSITIVE,0,1,1,1,2.178154348,134.2030590,1.2100,3.48740,4.2860e+02,22.22,1392.0,93.00,5947.00,0.8810,288.014860,46.348949,14.070
9813499,K01505.01,CONFIRMED,0,0,0,0,5.032570090,137.3263800,0.9700,4.21300,4.3910e+02,2.53,1047.0,26.30,5970.00,0.9080,282.363490,46.675240,15.695
12254792,K01506.01,CONFIRMED,0,0,0,0,40.428667600,139.5063100,0.8720,7.10200,9.1610e+02,2.92,494.0,40.90,5813.00,0.8330,289.424590,50.994122,14.982
12020218,K01507.01,CONFIRMED,0,0,0,0,21.358823600,135.0702200,0.0920,5.82300,6.4010e+02,2.52,691.0,33.20,6170.00,0.9920,295.402530,50.478630,15.259
7690844,K01508.01,CONFIRMED,0,0,0,0,22.045916300,136.4754800,0.8370,5.22000,8.0480e+02,3.05,640.0,29.70,5900.00,0.9510,294.527130,43.368160,15.689
9535080,K01509.01,FALSE POSITIVE,0,1,0,0,49.645623500,153.0806000,1.2360,23.56800,8.5750e+02,43.41,648.0,176.50,6273.00,1.4930,295.263490,46.148022,12.385
5438099,K01567.03,CONFIRMED,0,0,0,0,17.326704450,360.5083000,0.7560,4.26900,8.0000e+02,2.23,535.0,34.80,4955.00,0.7210,288.538670,40.616150,15.565
5438099,K01567.04,CONFIRMED,0,0,0,0,44.841116800,359.8735900,0.8640,5.90200,1.0516e+03,2.75,390.0,28.90,4955.00,0.7210,288.538670,40.616150,15.565
5210475,K01568.01,FALSE POSITIVE,0,0,1,0,1.008917105,354.8592600,0.5450,1.45770,3.3850e+02,1.51,1636.0,34.20,5708.00,0.7950,297.503850,40.342972,15.360
8009350,K01569.01,CONFIRMED,0,0,0,0,13.752078510,143.0324100,0.8360,2.88310,1.2156e+03,2.81,556.0,36.80,4802.00,0.6990,283.129640,43.888241,15.587
8082001,K01570.01,CONFIRMED,0,0,0,0,6.338559460,354.8510400,0.9070,3.46170,7.2170e+02,3.31,1034.0,57.40,6108.00,1.0300,284.963040,43.913010,15.182
9017682,K01630.01,CANDIDATE,0,0,0,0,11.305079840,138.1363800,0.1950,3.98900,2.7840e+02,1.40,744.0,19.50,5705.00,0.8440,290.259640,45.388409,15.152
9277896,K01632.01,CONFIRMED,0,0,0,0,4.594898160,133.8399500,0.9530,3.13810,1.0970e+02,1.85,1319.0,27.70,6056.00,1.3810,290.592070,45.737141,13.298
9401997,K01633.01,CONFIRMED,0,0,0,0,32.296427500,138.5261500,0.2070,4.56100,4.7220e+02,1.90,503.0,17.90,5246.00,0.8910,290.983310,45.973301,15.200
10686864,K01637.01,CONFIRMED,0,0,0,0,2.970418010,133.3913600,0.3790,2.23690,5.3070e+02,1.70,991.0,22.40,5068.00,0.7430,299.051270,47.949280,15.759
10749128,K01639.02,CANDIDATE,0,0,0,0,9.982403600,133.4485500,0.8093,1.09000,8.3900e+01,1.17,966.0,5.40,6273.00,1.1390,297.900450,48.094700,13.538
11904734,K01764.01,CANDIDATE,0,0,0,0,12.681733929,132.6825190,0.9290,1.68660,5.8791e+03,7.25,601.0,102.80,4976.00,0.7010,286.052800,50.256592,15.303
8043714,K01765.01,FALSE POSITIVE,0,1,0,0,6.814984472,134.2123910,0.7930,3.05409,2.3915e+04,14.18,836.0,742.20,5465.00,0.8170,296.660860,43.816441,15.981
7918217,K01770.01,FALSE POSITIVE,0,1,1,1,63.935496500,162.8465700,1.2000,13.32100,1.2506e+03,2637.60,2590.0,57.60,3626.00,97.4100,299.602020,43.695995,10.880
10153011,K01773.01,CANDIDATE,0,0,0,0,83.097080210,162.9357430,0.9930,9.26390,1.5860e+04,13.83,329.0,277.20,5286.00,0.6360,296.088200,47.142891,15.678
9631995,K00022.01,CONFIRMED,0,0,0,0,7.891448838,177.2499624,0.3060,4.28540,1.0345e+04,12.63,1028.0,1955.10,5972.00,1.2370,282.629670,46.323360,13.435
11870545,K01510.01,CANDIDATE,0,0,0,0,0.839961456,178.3540000,0.5480,1.30080,4.9290e+02,1.63,1455.0,35.10,4932.00,0.7180,295.084230,50.114609,15.929
7901948,K01511.01,CONFIRMED,0,0,0,0,2.578852119,133.2237000,0.6250,2.35810,3.3430e+02,1.63,1230.0,36.70,5743.00,0.8530,295.417450,43.605640,15.106
11955499,K01512.01,FALSE POSITIVE,0,1,1,0,9.041891290,137.8661100,0.9670,2.78900,7.8340e+02,3.24,729.0,34.50,5237.00,0.8260,286.887510,50.377071,14.880
6442377,K00176.01,CONFIRMED,0,0,0,0,30.229102740,134.5208100,0.7700,6.67510,4.4340e+02,3.49,755.0,71.70,6325.00,1.5180,291.646760,41.884659,13.432
9784222,K01513.01,FALSE POSITIVE,0,1,1,1,0.798200403,133.9620790,1.1930,1.82610,3.9680e+02,24.03,2128.0,65.90,6258.00,1.0310,296.988530,46.596882,14.613
5376836,K00182.01,FALSE POSITIVE,0,1,0,0,3.479425638,136.7971720,0.6120,3.44790,1.9550e+04,12.86,1166.0,123.30,5907.00,0.8780,295.671300,40.599060,14.041
5557821,K01571.01,FALSE POSITIVE,0,0,1,0,2.928787040,356.2869900,1.2120,4.63400,5.4940e+02,22.76,1239.0,47.70,5955.00,0.8830,297.829440,40.706779,15.148
10004519,K01572.01,CONFIRMED,0,0,0,0,9.803211430,363.9868600,0.6630,4.46170,8.1340e+02,2.99,896.0,53.10,6170.00,0.9920,288.734070,46.939388,15.439
5031857,K01573.01,CONFIRMED,0,0,0,0,24.810972060,156.5069710,0.0390,3.22450,2.0908e+03,4.22,631.0,123.90,6086.00,0.9210,296.846160,40.138611,14.373
5031857,K01573.02,CANDIDATE,0,0,0,0,7.136922000,131.7531700,0.0720,2.80050,2.2160e+02,1.38,956.0,23.70,6086.00,0.9210,296.846160,40.138611,14.373
10879038,K01641.01,CONFIRMED,0,0,0,0,4.853840400,135.0990200,0.9430,3.19800,1.9640e+02,1.72,1052.0,15.40,5778.00,0.9680,298.200710,48.267841,14.971
10990917,K01643.01,CONFIRMED,0,0,0,0,11.046053650,136.4405600,0.0640,4.79900,3.0830e+02,1.80,869.0,24.30,6093.00,1.0250,298.114780,48.494400,14.681
